GeneID,Symbol,Description,FullGeneName
137819785,LOC137819785,5S ribosomal RNA,5S ribosomal RNA
137819786,LOC137819786,5S ribosomal RNA,5S ribosomal RNA
137819787,LOC137819787,5S ribosomal RNA,5S ribosomal RNA
137819788,LOC137819788,5S ribosomal RNA,ERROR
137819789,LOC137819789,5S ribosomal RNA,ERROR
137819790,LOC137819790,5S ribosomal RNA,ERROR
137819791,LOC137819791,5S ribosomal RNA,5S ribosomal RNA
137819792,LOC137819792,5S ribosomal RNA,5S ribosomal RNA
137819793,LOC137819793,5S ribosomal RNA,5S ribosomal RNA
137819794,LOC137819794,5S ribosomal RNA,5S ribosomal RNA
137819795,LOC137819795,5S ribosomal RNA,5S ribosomal RNA
137819796,LOC137819796,5S ribosomal RNA,5S ribosomal RNA
137819797,LOC137819797,5S ribosomal RNA,5S ribosomal RNA
137819798,LOC137819798,5S ribosomal RNA,5S ribosomal RNA
137819799,LOC137819799,5S ribosomal RNA,5S ribosomal RNA
137819800,LOC137819800,5S ribosomal RNA,5S ribosomal RNA
137819801,LOC137819801,5S ribosomal RNA,5S ribosomal RNA
137819802,LOC137819802,5S ribosomal RNA,5S ribosomal RNA
137819803,LOC137819803,5S ribosomal RNA,ERROR
137819804,LOC137819804,uncharacterized LOC137819804,ERROR
137819805,LOC137819805,5S ribosomal RNA,ERROR
137819806,LOC137819806,5S ribosomal RNA,5S ribosomal RNA
137819807,LOC137819807,5S ribosomal RNA,5S ribosomal RNA
137819808,LOC137819808,5S ribosomal RNA,5S ribosomal RNA
137819809,LOC137819809,5S ribosomal RNA,5S ribosomal RNA
137819810,LOC137819810,5S ribosomal RNA,5S ribosomal RNA
137819811,LOC137819811,5S ribosomal RNA,ERROR
137819812,LOC137819812,5S ribosomal RNA,5S ribosomal RNA
137819813,LOC137819813,5S ribosomal RNA,ERROR
137819814,LOC137819814,5S ribosomal RNA,5S ribosomal RNA
137819815,LOC137819815,5S ribosomal RNA,5S ribosomal RNA
137819816,LOC137819816,5S ribosomal RNA,5S ribosomal RNA
137819817,LOC137819817,5S ribosomal RNA,5S ribosomal RNA
137819818,LOC137819818,5S ribosomal RNA,ERROR
137819819,LOC137819819,5S ribosomal RNA,5S ribosomal RNA
137819820,LOC137819820,5S ribosomal RNA,ERROR
137819821,LOC137819821,5S ribosomal RNA,5S ribosomal RNA
137819822,LOC137819822,5S ribosomal RNA,5S ribosomal RNA
137819823,LOC137819823,5S ribosomal RNA,5S ribosomal RNA
137819824,LOC137819824,5S ribosomal RNA,5S ribosomal RNA
137819825,LOC137819825,5S ribosomal RNA,5S ribosomal RNA
137819826,LOC137819826,5S ribosomal RNA,5S ribosomal RNA
137819827,LOC137819827,5S ribosomal RNA,5S ribosomal RNA
137819828,LOC137819828,5S ribosomal RNA,5S ribosomal RNA
137819829,LOC137819829,5S ribosomal RNA,5S ribosomal RNA
137819830,LOC137819830,uncharacterized LOC137819830,uncharacterized LOC137819830
137819831,LOC137819831,5S ribosomal RNA,5S ribosomal RNA
137819832,LOC137819832,5S ribosomal RNA,5S ribosomal RNA
137819833,LOC137819833,5S ribosomal RNA,ERROR
137819834,LOC137819834,5S ribosomal RNA,ERROR
137819835,LOC137819835,5S ribosomal RNA,ERROR
137819836,LOC137819836,5S ribosomal RNA,5S ribosomal RNA
137819837,LOC137819837,5S ribosomal RNA,5S ribosomal RNA
137819838,LOC137819838,5S ribosomal RNA,5S ribosomal RNA
137819839,LOC137819839,5S ribosomal RNA,ERROR
137819840,LOC137819840,5S ribosomal RNA,5S ribosomal RNA
137819841,LOC137819841,5S ribosomal RNA,5S ribosomal RNA
137819842,LOC137819842,5S ribosomal RNA,5S ribosomal RNA
137819843,LOC137819843,5S ribosomal RNA,5S ribosomal RNA
137819844,LOC137819844,5S ribosomal RNA,5S ribosomal RNA
137819845,LOC137819845,5S ribosomal RNA,5S ribosomal RNA
137819846,LOC137819846,"peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic","peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic"
137819847,LOC137819847,5S ribosomal RNA,5S ribosomal RNA
137819848,LOC137819848,5S ribosomal RNA,ERROR
137819849,LOC137819849,5S ribosomal RNA,5S ribosomal RNA
137819850,LOC137819850,5S ribosomal RNA,ERROR
137819851,LOC137819851,5S ribosomal RNA,ERROR
137819852,LOC137819852,5S ribosomal RNA,5S ribosomal RNA
137819853,LOC137819853,5S ribosomal RNA,5S ribosomal RNA
137819854,LOC137819854,5S ribosomal RNA,5S ribosomal RNA
137819855,LOC137819855,5S ribosomal RNA,5S ribosomal RNA
137819856,LOC137819856,5S ribosomal RNA,5S ribosomal RNA
137819857,LOC137819857,5S ribosomal RNA,5S ribosomal RNA
137819858,LOC137819858,5S ribosomal RNA,ERROR
137819859,LOC137819859,5S ribosomal RNA,ERROR
137819860,LOC137819860,5S ribosomal RNA,5S ribosomal RNA
137819861,LOC137819861,5S ribosomal RNA,5S ribosomal RNA
137819862,LOC137819862,putative disease resistance RPP13-like protein 1,putative disease resistance RPP13-like protein 1
137819863,LOC137819863,5S ribosomal RNA,ERROR
137819864,LOC137819864,5S ribosomal RNA,ERROR
137819865,LOC137819865,5S ribosomal RNA,ERROR
137819866,LOC137819866,5S ribosomal RNA,5S ribosomal RNA
137819867,LOC137819867,5S ribosomal RNA,5S ribosomal RNA
137819868,LOC137819868,5S ribosomal RNA,5S ribosomal RNA
137819869,LOC137819869,5S ribosomal RNA,5S ribosomal RNA
137819870,LOC137819870,5S ribosomal RNA,5S ribosomal RNA
137819871,LOC137819871,5S ribosomal RNA,5S ribosomal RNA
137819872,LOC137819872,5S ribosomal RNA,ERROR
137819873,LOC137819873,5S ribosomal RNA,ERROR
137819874,LOC137819874,5S ribosomal RNA,ERROR
137819875,LOC137819875,5S ribosomal RNA,5S ribosomal RNA
137819876,LOC137819876,5S ribosomal RNA,5S ribosomal RNA
137819877,LOC137819877,5S ribosomal RNA,5S ribosomal RNA
137819878,LOC137819878,putative disease resistance RPP13-like protein 1,ERROR
137819879,LOC137819879,5S ribosomal RNA,ERROR
137819880,LOC137819880,5S ribosomal RNA,ERROR
137819881,LOC137819881,5S ribosomal RNA,5S ribosomal RNA
137819882,LOC137819882,5S ribosomal RNA,5S ribosomal RNA
137819883,LOC137819883,5S ribosomal RNA,5S ribosomal RNA
137819884,LOC137819884,5S ribosomal RNA,ERROR
137819885,LOC137819885,5S ribosomal RNA,5S ribosomal RNA
137819886,LOC137819886,5S ribosomal RNA,5S ribosomal RNA
137819887,LOC137819887,U1 spliceosomal RNA,U1 spliceosomal RNA
137819888,LOC137819888,5S ribosomal RNA,5S ribosomal RNA
137819889,LOC137819889,U1 spliceosomal RNA,U1 spliceosomal RNA
137819890,LOC137819890,U1 spliceosomal RNA,U1 spliceosomal RNA
137819891,LOC137819891,U1 spliceosomal RNA,ERROR
137819892,LOC137819892,U1 spliceosomal RNA,U1 spliceosomal RNA
137819893,LOC137819893,U1 spliceosomal RNA,U1 spliceosomal RNA
137819894,LOC137819894,putative disease resistance RPP13-like protein 1,putative disease resistance RPP13-like protein 1
137819895,LOC137819895,5S ribosomal RNA,5S ribosomal RNA
137819896,LOC137819896,U1 spliceosomal RNA,ERROR
137819897,LOC137819897,U1 spliceosomal RNA,ERROR
137819898,LOC137819898,U6 spliceosomal RNA,ERROR
137819899,LOC137819899,small nucleolar RNA R71,small nucleolar RNA R71
137819900,LOC137819900,small nucleolar RNA R71,small nucleolar RNA R71
137819901,LOC137819901,small nucleolar RNA R71,small nucleolar RNA R71
137819902,LOC137819902,small nucleolar RNA R71,small nucleolar RNA R71
137819903,LOC137819903,small nucleolar RNA R71,small nucleolar RNA R71
137819904,LOC137819904,small nucleolar RNA R71,small nucleolar RNA R71
137819905,LOC137819905,5S ribosomal RNA,5S ribosomal RNA
137819906,LOC137819906,small nucleolar RNA R71,small nucleolar RNA R71
137819907,LOC137819907,small nucleolar RNA R71,small nucleolar RNA R71
137819908,LOC137819908,small nucleolar RNA R71,ERROR
137819909,LOC137819909,small nucleolar RNA R71,ERROR
137819910,LOC137819910,putative pentatricopeptide repeat-containing protein At1g02420,ERROR
137819911,LOC137819911,small nucleolar RNA R71,small nucleolar RNA R71
137819912,LOC137819912,small nucleolar RNA R71,small nucleolar RNA R71
137819913,LOC137819913,small nucleolar RNA R71,small nucleolar RNA R71
137819914,LOC137819914,small nucleolar RNA R71,ERROR
137819915,LOC137819915,small nucleolar RNA R71,ERROR
137819916,LOC137819916,phototropin-1-like,phototropin-1-like
137819917,LOC137819917,small nucleolar RNA R71,small nucleolar RNA R71
137819918,LOC137819918,5S ribosomal RNA,5S ribosomal RNA
137819919,LOC137819919,small nucleolar RNA R71,small nucleolar RNA R71
137819920,LOC137819920,small nucleolar RNA R71,ERROR
137819921,LOC137819921,small nucleolar RNA R71,ERROR
137819922,LOC137819922,small nucleolar RNA R71,ERROR
137819923,LOC137819923,small nucleolar RNA R71,small nucleolar RNA R71
137819924,LOC137819924,small nucleolar RNA R71,small nucleolar RNA R71
137819925,LOC137819925,small nucleolar RNA R24,small nucleolar RNA R24
137819926,LOC137819926,small nucleolar RNA R24,small nucleolar RNA R24
137819927,LOC137819927,small nucleolar RNA R24,small nucleolar RNA R24
137819928,LOC137819928,small nucleolar RNA R24,small nucleolar RNA R24
137819929,LOC137819929,5S ribosomal RNA,5S ribosomal RNA
137819930,LOC137819930,small nucleolar RNA R160,ERROR
137819931,LOC137819931,small nucleolar RNA R160,small nucleolar RNA R160
137819932,LOC137819932,small nucleolar RNA U3,ERROR
137819933,LOC137819933,small nucleolar RNA snoR145,small nucleolar RNA snoR145
137819934,LOC137819934,5S ribosomal RNA,5S ribosomal RNA
137819935,LOC137819935,5S ribosomal RNA,5S ribosomal RNA
137819936,LOC137819936,5S ribosomal RNA,5S ribosomal RNA
137819937,LOC137819937,nudix hydrolase 9,nudix hydrolase 9
137819938,LOC137819938,5S ribosomal RNA,5S ribosomal RNA
137819939,LOC137819939,5S ribosomal RNA,ERROR
137819940,LOC137819940,5S ribosomal RNA,5S ribosomal RNA
137819941,LOC137819941,5S ribosomal RNA,ERROR
137819942,LOC137819942,5S ribosomal RNA,5S ribosomal RNA
137819943,LOC137819943,5S ribosomal RNA,5S ribosomal RNA
137819944,LOC137819944,5S ribosomal RNA,5S ribosomal RNA
137819945,LOC137819945,5S ribosomal RNA,5S ribosomal RNA
137819946,LOC137819946,5S ribosomal RNA,5S ribosomal RNA
137819947,LOC137819947,5S ribosomal RNA,5S ribosomal RNA
137819948,LOC137819948,5S ribosomal RNA,5S ribosomal RNA
137819949,LOC137819949,5S ribosomal RNA,5S ribosomal RNA
137819950,LOC137819950,5S ribosomal RNA,ERROR
137819951,LOC137819951,5S ribosomal RNA,5S ribosomal RNA
137819952,LOC137819952,5S ribosomal RNA,5S ribosomal RNA
137819953,LOC137819953,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,ERROR
137819954,LOC137819954,5S ribosomal RNA,5S ribosomal RNA
137819955,LOC137819955,5S ribosomal RNA,5S ribosomal RNA
137819956,LOC137819956,5S ribosomal RNA,5S ribosomal RNA
137819957,LOC137819957,5S ribosomal RNA,5S ribosomal RNA
137819958,LOC137819958,5S ribosomal RNA,5S ribosomal RNA
137819959,LOC137819959,5S ribosomal RNA,ERROR
137819960,LOC137819960,5S ribosomal RNA,ERROR
137819961,LOC137819961,5S ribosomal RNA,ERROR
137819962,LOC137819962,5S ribosomal RNA,5S ribosomal RNA
137819963,LOC137819963,5S ribosomal RNA,5S ribosomal RNA
137819964,LOC137819964,5S ribosomal RNA,5S ribosomal RNA
137819965,LOC137819965,5S ribosomal RNA,5S ribosomal RNA
137819966,LOC137819966,5S ribosomal RNA,5S ribosomal RNA
137819967,LOC137819967,5S ribosomal RNA,5S ribosomal RNA
137819968,LOC137819968,5S ribosomal RNA,5S ribosomal RNA
137819969,LOC137819969,indole-3-acetic acid-amido synthetase GH3.6,indole-3-acetic acid-amido synthetase GH3.6
137819970,LOC137819970,5S ribosomal RNA,5S ribosomal RNA
137819985,LOC137819985,uncharacterized LOC137819985,ERROR
137819996,LOC137819996,flowering time control protein FY,ERROR
137820012,LOC137820012,TPR repeat-containing thioredoxin TTL1-like,ERROR
137820014,LOC137820014,chaperone protein dnaJ 49-like,chaperone protein dnaJ 49-like
137820015,LOC137820015,protein EDS1B-like,protein EDS1B-like
137820016,LOC137820016,heparanase-like protein 1,heparanase-like protein 1
137820017,LOC137820017,uncharacterized LOC137820017,uncharacterized LOC137820017
137820018,LOC137820018,uncharacterized LOC137820018,uncharacterized LOC137820018
137820019,LOC137820019,endochitinase CH5B,endochitinase CH5B
137820020,LOC137820020,vestitone reductase-like,vestitone reductase-like
137820021,LOC137820021,endochitinase-like,endochitinase-like
137820022,LOC137820022,F-box/LRR-repeat protein 15-like,F-box/LRR-repeat protein 15-like
137820023,LOC137820023,uncharacterized LOC137820023,uncharacterized LOC137820023
137820024,LOC137820024,protein BASIC PENTACYSTEINE6,protein BASIC PENTACYSTEINE6
137820025,LOC137820025,uncharacterized LOC137820025,uncharacterized LOC137820025
137820026,LOC137820026,uncharacterized LOC137820026,uncharacterized LOC137820026
137820027,LOC137820027,vestitone reductase-like,vestitone reductase-like
137820028,LOC137820028,uncharacterized LOC137820028,uncharacterized LOC137820028
137820029,LOC137820029,uncharacterized LOC137820029,ERROR
137820030,LOC137820030,tRNA (carboxymethyluridine(34)-5-O)-methyltransferase,ERROR
137820031,LOC137820031,plasma membrane-associated cation-binding protein 1-like,ERROR
137820032,LOC137820032,cellulose synthase A catalytic subunit 1 [UDP-forming],cellulose synthase A catalytic subunit 1 [UDP-forming]
137820033,LOC137820033,protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3,protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3
137820034,LOC137820034,uncharacterized LOC137820034,uncharacterized LOC137820034
137820035,LOC137820035,"thioredoxin-like 4, chloroplastic",ERROR
137820036,LOC137820036,uncharacterized LOC137820036,ERROR
137820037,LOC137820037,"protein DCL, chloroplastic",ERROR
137820038,LOC137820038,"aminoaldehyde dehydrogenase 1, peroxisomal","aminoaldehyde dehydrogenase 1, peroxisomal"
137820039,LOC137820039,"isoamylase 3, chloroplastic","isoamylase 3, chloroplastic"
137820040,LOC137820040,pentatricopeptide repeat-containing protein At4g21300,pentatricopeptide repeat-containing protein At4g21300
137820041,LOC137820041,calreticulin-3,ERROR
137820042,LOC137820042,probable inositol transporter 2,ERROR
137820043,LOC137820043,"photosystem I reaction center subunit psaK, chloroplastic",ERROR
137820044,LOC137820044,protein CTR9 homolog,protein CTR9 homolog
137820045,LOC137820045,growth-regulating factor 1-like,growth-regulating factor 1-like
137820046,LOC137820046,24-methylenesterol C-methyltransferase 2,24-methylenesterol C-methyltransferase 2
137820047,LOC137820047,"amidophosphoribosyltransferase, chloroplastic","amidophosphoribosyltransferase, chloroplastic"
137820048,LOC137820048,diacylglycerol O-acyltransferase 1C,diacylglycerol O-acyltransferase 1C
137820049,LOC137820049,casein kinase 1-like protein 1,casein kinase 1-like protein 1
137820050,LOC137820050,uncharacterized LOC137820050,uncharacterized LOC137820050
137820051,LOC137820051,uncharacterized LOC137820051,uncharacterized LOC137820051
137820052,LOC137820052,uncharacterized LOC137820052,uncharacterized LOC137820052
137820053,LOC137820053,GTP-binding nuclear protein Ran-3,GTP-binding nuclear protein Ran-3
137820054,LOC137820054,GTP-binding nuclear protein Ran-3,GTP-binding nuclear protein Ran-3
137820055,LOC137820055,GTP-binding nuclear protein Ran-3-like,GTP-binding nuclear protein Ran-3-like
137820056,LOC137820056,NADPH--cytochrome P450 reductase,ERROR
137820057,LOC137820057,calcium-transporting ATPase 1,ERROR
137820058,LOC137820058,U-box domain-containing protein 4-like,ERROR
137820059,LOC137820059,uncharacterized LOC137820059,uncharacterized LOC137820059
137820060,LOC137820060,uncharacterized LOC137820060,uncharacterized LOC137820060
137820061,LOC137820061,RNA-binding protein 208-like,RNA-binding protein 208-like
137820062,LOC137820062,phosphatidylinositol/phosphatidylcholine transfer protein SFH6-like,phosphatidylinositol/phosphatidylcholine transfer protein SFH6-like
137820063,LOC137820063,E3 ubiquitin-protein ligase RKP,E3 ubiquitin-protein ligase RKP
137820064,LOC137820064,uncharacterized LOC137820064,uncharacterized LOC137820064
137820065,LOC137820065,ABC transporter G family member 15-like,ERROR
137820066,LOC137820066,uncharacterized LOC137820066,ERROR
137820067,LOC137820067,small ribosomal subunit protein eS21,ERROR
137820068,LOC137820068,putative transcription elongation factor SPT5 homolog 1,putative transcription elongation factor SPT5 homolog 1
